ItemPlaced,(-0.50, 0.40, -0.50),63900034507,(-1.15, 1.08, 3.48)
PressedLeft,(-0.36, 1.02, -1.06),63900034511
GrabLeft,(-0.36, 1.02, -1.06),63900034511
ReleasedLeft,(-0.35, 1.14, -1.06),63900034513
UngrabbedLeft,(-0.35, 1.14, -1.06),63900034513
PressedRight,(-0.14, 1.09, -1.10),63900034513
GrabRight,(-0.14, 1.09, -1.10),63900034513
ReleasedRight,(-0.41, 1.27, -0.30),63900034514
UngrabbedRight,(-0.41, 1.27, -0.30),63900034514
PressedRight,(-0.49, 1.11, -0.12),63900034514
GrabRight,(-0.49, 1.11, -0.12),63900034514
ReleasedRight,(-0.43, 1.56, -0.04),63900034515
UngrabbedRight,(-0.43, 1.56, -0.04),63900034515
PressedRight,(-0.48, 1.15, -0.11),63900034516
GrabRight,(-0.48, 1.15, -0.11),63900034516
ReleasedRight,(-0.99, 1.17, 2.99),63900034518
UngrabbedRight,(-0.99, 1.17, 2.99),63900034518
PressedLeft,(-1.22, 1.17, 2.87),63900034518
GrabLeft,(-1.22, 1.17, 2.87),63900034518
GoalReached,(-1.23, 1.07, 3.48),63900034519,(-1.15, 1.08, 3.48)
ItemPlaced,(0.43, 1.20, 1.12),63900034519,(-1.03, 1.10, 4.34)
ReleasedLeft,(-1.23, 1.15, 2.92),63900034520
PressedRight,(0.25, 1.26, 0.64),63900034522
GrabRight,(0.25, 1.26, 0.64),63900034522
ReleasedRight,(-1.16, 1.14, 3.88),63900034525
UngrabbedRight,(-1.16, 1.14, 3.88),63900034525
PressedLeft,(-1.40, 1.18, 3.76),63900034525
GrabLeft,(-1.40, 1.18, 3.76),63900034525
GoalReached,(-0.99, 1.08, 4.36),63900034527,(-1.03, 1.10, 4.34)
ItemPlaced,(0.20, 1.25, -1.64),63900034528,(3.65, 0.29, -0.83)
ReleasedLeft,(-1.32, 1.18, 3.70),63900034528
PressedRight,(0.07, 1.31, -0.88),63900034532
GrabRight,(0.07, 1.31, -0.88),63900034532
ReleasedRight,(2.95, 0.92, -0.36),63900034534
UngrabbedRight,(2.95, 0.92, -0.36),63900034534
PressedRight,(2.86, 1.18, -0.69),63900034534
GrabRight,(2.86, 1.18, -0.69),63900034534
ReleasedRight,(3.27, 0.78, -0.53),63900034536
UngrabbedRight,(3.27, 0.78, -0.53),63900034536
PressedRight,(3.25, 0.96, -0.74),63900034536
GrabRight,(3.25, 0.96, -0.74),63900034536
ReleasedRight,(3.26, 0.86, -0.62),63900034537
UngrabbedRight,(3.26, 0.86, -0.62),63900034537
PressedLeft,(3.28, 1.05, -0.43),63900034537
GrabLeft,(3.28, 1.05, -0.43),63900034537
ReleasedLeft,(3.32, 0.92, -0.40),63900034539
UngrabbedLeft,(3.32, 0.92, -0.40),63900034539
PressedRight,(3.21, 0.92, -0.70),63900034539
GrabRight,(3.21, 0.92, -0.70),63900034539
GoalReached,(3.55, 0.30, -0.85),63900034540,(3.65, 0.29, -0.83)
ItemPlaced,(1.36, 1.25, -1.15),63900034540,(-2.70, 0.67, 0.33)
ReleasedRight,(3.32, 0.84, -0.71),63900034540
PressedRight,(1.89, 1.17, -0.97),63900034544
GrabRight,(1.89, 1.17, -0.97),63900034544
ReleasedRight,(0.48, 0.96, -0.09),63900034545
UngrabbedRight,(0.48, 0.96, -0.09),63900034545
PressedRight,(0.11, 1.26, -0.14),63900034545
GrabRight,(0.11, 1.26, -0.14),63900034545
ReleasedRight,(-0.58, 1.19, -0.05),63900034546
UngrabbedRight,(-0.58, 1.19, -0.05),63900034546
PressedRight,(0.04, 1.25, -0.13),63900034546
GrabRight,(0.04, 1.25, -0.13),63900034546
ReleasedRight,(-1.93, 1.01, 0.34),63900034548
UngrabbedRight,(-1.93, 1.01, 0.34),63900034548
PressedLeft,(-1.89, 1.13, 0.04),63900034548
GrabLeft,(-1.89, 1.13, 0.04),63900034548
GoalReached,(-2.72, 0.72, 0.31),63900034549,(-2.70, 0.67, 0.33)
ItemPlaced,(1.66, 0.45, -3.25),63900034549,(1.56, 0.42, -0.01)
ReleasedLeft,(-1.94, 1.15, 0.05),63900034549
PressedLeft,(1.10, 0.96, -0.01),63900034552
ReleasedLeft,(1.05, 0.96, -0.06),63900034553
UngrabbedLeft,(1.05, 0.96, -0.06),63900034553
PressedRight,(0.93, 1.06, -2.65),63900034554
ReleasedRight,(0.96, 1.07, -2.63),63900034554
PressedRight,(1.42, 1.03, -2.98),63900034555
GrabRight,(1.42, 1.03, -2.98),63900034555
