ItemPlaced,(-2.27, 0.72, -0.64),63900033471,(-2.91, 1.07, -4.77)
PressedLeft,(-1.43, 1.13, -2.51),63900033503
ReleasedLeft,(-1.44, 1.13, -2.51),63900033503
PressedLeft,(-1.83, 1.12, -1.80),63900033504
ReleasedLeft,(-1.83, 1.11, -1.81),63900033505
PressedLeft,(-1.83, 1.11, -1.75),63900033505
ReleasedLeft,(-1.84, 1.10, -1.76),63900033507
PressedRight,(-1.73, 1.10, -1.72),63900033509
ReleasedRight,(-1.74, 1.09, -1.70),63900033510
PressedLeft,(-1.82, 1.07, -1.71),63900033511
ReleasedLeft,(-1.83, 1.09, -1.69),63900033511
PressedRight,(-1.80, 1.06, -1.73),63900033513
PressedLeft,(-1.92, 1.08, -1.78),63900033513
ReleasedRight,(-1.82, 1.06, -1.75),63900033513
ReleasedLeft,(-1.92, 1.08, -1.80),63900033514
PressedRight,(-1.99, 1.07, -1.52),63900033517
GrabRight,(-1.99, 1.07, -1.52),63900033517
ReleasedRight,(-2.40, 0.98, -3.79),63900033532
ReleasedRight,(-2.40, 0.98, -3.79),63900033532
PressedRight,(-2.25, 1.08, -3.54),63900033534
ReleasedRight,(-2.20, 1.14, -3.63),63900033535
PressedRight,(-2.43, 1.08, -4.12),63900033538
ReleasedRight,(-2.38, 1.05, -4.18),63900033541
ReleasedRight,(-2.38, 1.05, -4.18),63900033541
PressedRight,(-2.38, 1.16, -3.85),63900033550
GrabRight,(-2.38, 1.16, -3.85),63900033550
ReleasedRight,(-2.38, 1.17, -3.85),63900033551
ReleasedRight,(-2.38, 1.17, -3.85),63900033551
PressedLeft,(-3.63, 1.17, -3.78),63900033565
ReleasedLeft,(-3.65, 1.17, -3.78),63900033566
PressedRight,(-3.65, 1.16, -3.89),63900033566
ReleasedRight,(-3.65, 1.16, -3.89),63900033567
PressedRight,(-3.63, 1.19, -3.90),63900033569
PressedLeft,(-3.64, 1.16, -3.78),63900033569
ReleasedRight,(-3.63, 1.17, -3.91),63900033569
ReleasedLeft,(-3.63, 1.15, -3.79),63900033570
PressedRight,(-3.50, 1.18, -3.84),63900033570
ReleasedRight,(-3.55, 1.16, -3.86),63900033571
PressedLeft,(-3.53, 1.16, -3.83),63900033572
ReleasedLeft,(-3.44, 1.18, -3.77),63900033573
PressedLeft,(-3.39, 1.17, -3.88),63900033574
GrabLeft,(-3.39, 1.17, -3.88),63900033574
GoalReached,(-2.93, 1.12, -4.69),63900033575,(-2.91, 1.07, -4.77)
ItemPlaced,(1.43, 0.42, -3.70),63900033575,(3.50, 1.01, -0.52)
ReleasedLeft,(-3.47, 1.13, -3.76),63900033577
PressedLeft,(0.05, 0.94, -3.33),63900033585
ReleasedLeft,(0.04, 0.96, -3.34),63900033585
PressedRight,(0.08, 1.01, -3.44),63900033586
ReleasedRight,(0.06, 1.02, -3.42),63900033586
PressedRight,(0.22, 1.02, -3.43),63900033587
ReleasedRight,(0.20, 1.00, -3.43),63900033587
PressedRight,(0.77, 0.93, -3.48),63900033588
GrabRight,(0.77, 0.93, -3.48),63900033588
ReleasedRight,(2.57, 1.03, -0.75),63900033596
ReleasedRight,(2.57, 1.03, -0.75),63900033596
PressedLeft,(2.53, 1.24, -1.13),63900033600
ReleasedLeft,(2.53, 1.22, -1.14),63900033600
PressedRight,(2.61, 1.24, -1.18),63900033601
ReleasedRight,(2.64, 1.23, -1.13),63900033601
PressedRight,(2.47, 1.25, -1.04),63900033604
ReleasedRight,(2.51, 1.26, -1.03),63900033604
PressedRight,(2.59, 1.26, -1.02),63900033605
GrabRight,(2.59, 1.26, -1.02),63900033605
ReleasedRight,(2.66, 1.28, -0.96),63900033605
ReleasedRight,(2.66, 1.28, -0.96),63900033605
PressedRight,(2.66, 1.28, -0.96),63900033605
GrabRight,(2.66, 1.28, -0.96),63900033605
GoalReached,(3.44, 0.98, -0.59),63900033606,(3.50, 1.01, -0.52)
ItemPlaced,(-0.89, 0.29, 1.78),63900033606,(-2.89, 0.91, 5.86)
ReleasedRight,(2.56, 1.19, -0.91),63900033606
PressedRight,(-0.34, 0.97, 0.84),63900033617
ReleasedRight,(-0.33, 1.01, 0.82),63900033618
PressedRight,(-0.41, 1.01, 0.92),63900033618
ReleasedRight,(-0.39, 0.99, 0.89),63900033619
PressedRight,(-0.68, 0.91, 1.24),63900033619
GrabRight,(-0.68, 0.91, 1.24),63900033619
ReleasedRight,(-3.19, 1.01, 4.93),63900033627
ReleasedRight,(-3.19, 1.01, 4.93),63900033627
PressedRight,(-3.47, 1.12, 5.41),63900033633
GrabRight,(-3.47, 1.12, 5.41),63900033633
ReleasedRight,(-3.58, 1.09, 5.52),63900033634
ReleasedRight,(-3.58, 1.09, 5.52),63900033634
PressedRight,(-2.39, 1.21, 4.83),63900033640
ReleasedRight,(-2.35, 1.19, 4.83),63900033640
PressedRight,(-2.50, 1.18, 5.16),63900033644
GrabRight,(-2.50, 1.18, 5.16),63900033644
GoalReached,(-2.97, 0.95, 5.81),63900033644,(-2.89, 0.91, 5.86)
ItemPlaced,(2.02, 0.56, 0.69),63900033644,(-1.82, 0.78, 0.29)
