ItemPlaced,(-2.37, 0.31, -2.63),63900033811,(0.46, 1.21, -3.54)
PressedRight,(-0.04, 1.24, -3.99),63900033816
ReleasedRight,(-0.36, 1.23, -4.00),63900033816
PressedLeft,(-2.25, 1.00, -3.10),63900033817
GrabLeft,(-2.25, 1.00, -3.10),63900033817
PressedRight,(0.11, 1.21, -3.99),63900033819
ReleasedLeft,(-0.13, 1.17, -4.05),63900033820
UngrabbedLeft,(-0.13, 1.17, -4.05),63900033820
ReleasedRight,(0.15, 1.25, -4.01),63900033820
PressedRight,(0.15, 1.22, -4.02),63900033820
GrabRight,(0.15, 1.22, -4.02),63900033820
PressedLeft,(-0.15, 1.17, -3.98),63900033822
ReleasedRight,(0.24, 1.40, -4.19),63900033822
UngrabbedRight,(0.24, 1.40, -4.19),63900033822
ReleasedLeft,(-0.15, 1.20, -4.00),63900033822
PressedRight,(0.80, 1.34, -3.97),63900033824
GrabRight,(0.80, 1.34, -3.97),63900033824
GoalReached,(0.53, 1.23, -3.60),63900033825,(0.46, 1.21, -3.54)
ItemPlaced,(-2.08, 0.90, -3.00),63900033825,(-1.51, 0.70, 1.01)
ReleasedRight,(0.96, 1.34, -3.87),63900033826
PressedRight,(-1.66, 1.23, -3.69),63900033827
GrabRight,(0.80, 1.34, -3.97),63900033824
GoalReached,(-1.56, 0.73, 1.07),63900033829,(-1.51, 0.70, 1.01)
ItemPlaced,(-2.28, 0.66, -3.87),63900033830,(-2.59, 0.91, 0.11)
ReleasedRight,(-1.04, 1.23, 0.53),63900033830
PressedRight,(-1.95, 1.17, -3.28),63900033834
GrabRight,(-1.95, 1.17, -3.28),63900033834
ReleasedRight,(-2.55, 1.27, -0.59),63900033838
UngrabbedRight,(-2.55, 1.27, -0.59),63900033838
PressedRight,(-2.55, 1.26, -0.60),63900033838
GrabRight,(-2.55, 1.26, -0.60),63900033838
ReleasedRight,(-2.70, 1.24, -0.64),63900033838
UngrabbedRight,(-2.70, 1.24, -0.64),63900033838
PressedRight,(-2.97, 1.22, -0.57),63900033839
GrabRight,(-2.97, 1.22, -0.57),63900033839
GoalReached,(-2.64, 0.88, 0.17),63900033840,(-2.59, 0.91, 0.11)
ItemPlaced,(0.09, 1.13, 0.18),63900033840,(-2.12, 0.21, -2.27)
ReleasedRight,(-2.85, 1.28, -0.69),63900033840
PressedRight,(-0.77, 1.29, -0.27),63900033843
GrabRight,(-0.77, 1.29, -0.27),63900033843
ReleasedRight,(-2.51, 1.09, -2.02),63900033847
UngrabbedRight,(-2.51, 1.09, -2.02),63900033847
PressedRight,(-2.36, 0.96, -1.70),63900033847
GrabRight,(-2.36, 0.96, -1.70),63900033847
GoalReached,(-2.06, 0.19, -2.20),63900033848,(-2.12, 0.21, -2.27)
ItemPlaced,(-0.99, 1.27, 1.53),63900033848,(-4.89, 0.90, -1.51)
ReleasedRight,(-2.44, 1.05, -1.85),63900033848
PressedLeft,(-1.86, 1.24, 0.98),63900033850
ReleasedLeft,(-1.84, 1.23, 0.98),63900033850
PressedRight,(-1.73, 1.26, 0.80),63900033850
ReleasedRight,(-1.70, 1.27, 0.87),63900033851
PressedRight,(-1.46, 1.31, 1.15),63900033851
GrabRight,(-1.46, 1.31, 1.15),63900033851
PressedLeft,(-3.00, 1.20, -1.03),63900033854
ReleasedRight,(-3.31, 1.18, -0.81),63900033854
UngrabbedRight,(-3.31, 1.18, -0.81),63900033854
ReleasedLeft,(-3.19, 1.16, -1.14),63900033854
PressedRight,(-3.16, 1.13, -0.97),63900033855
GrabRight,(-3.16, 1.13, -0.97),63900033855
PressedLeft,(-3.19, 1.11, -1.22),63900033855
ReleasedLeft,(-3.21, 1.16, -1.16),63900033855
ReleasedRight,(-3.31, 1.15, -0.82),63900033856
UngrabbedRight,(-3.31, 1.15, -0.82),63900033856
PressedLeft,(-3.20, 1.17, -1.16),63900033856
GoalReached,(-4.90, 0.96, -1.43),63900033857,(-4.89, 0.90, -1.51)
ItemPlaced,(-0.13, 1.08, -3.53),63900033857,(-1.63, 0.41, -6.34)
ReleasedLeft,(-4.59, 1.08, -1.39),63900033858
